,start,end,activity
1702,1382977020,1382977080,light_activity
1703,1382975820,1382977020,inactive
1704,1382975760,1382975820,light_activity
1705,1382974500,1382975760,inactive
1706,1382974320,1382974500,light_activity
1707,1382973660,1382974320,inactive
1708,1382973600,1382973660,light_activity
1709,1382973300,1382973600,inactive
1710,1382973120,1382973300,light_activity
1711,1382972940,1382973120,inactive
1712,1382972820,1382972940,light_activity
1713,1382972580,1382972820,inactive
1714,1382972460,1382972580,light_activity
1715,1382972220,1382972460,inactive
1716,1382972100,1382972220,light_activity
1717,1382971620,1382972100,inactive
1718,1382971560,1382971620,light_activity
1719,1382971260,1382971560,inactive
1720,1382971020,1382971260,light_activity
1721,1382970720,1382971020,inactive
1722,1382970480,1382970720,light_activity
1723,1382969760,1382970480,inactive
1724,1382969700,1382969760,light_activity
1725,1382969340,1382969700,inactive
1726,1382969220,1382969340,light_activity
1727,1382968740,1382969220,inactive
1728,1382968200,1382968740,light_activity
1729,1382968020,1382968200,inactive
1730,1382967540,1382968020,light_activity
1731,1382967060,1382967540,inactive
1732,1382967000,1382967060,light_activity
1733,1382945340,1382967000,sleep
1734,1382944500,1382945340,inactive
1735,1382944320,1382944500,light_activity
1736,1382942640,1382944320,inactive
1737,1383062040,1383579840,off_wrist
1738,1383050940,1383062040,sleep
1739,1383049560,1383050940,inactive
1740,1383049380,1383049560,light_activity
1741,1383039240,1383049380,sleep
1742,1383038640,1383039240,inactive
1743,1383038520,1383038640,light_activity
1744,1383037800,1383038520,inactive
1745,1383036540,1383037800,light_activity
1746,1383036300,1383036540,inactive
1747,1383035520,1383036300,light_activity
1748,1383034740,1383035520,inactive
1749,1383033900,1383034740,light_activity
1750,1383024060,1383033900,inactive
1751,1383062040,1383579840,off_wrist
1752,1383062040,1383579840,off_wrist
1753,1383062040,1383579840,off_wrist
1754,1383062040,1383579840,off_wrist
1755,1383062040,1383579840,off_wrist
1756,1383637440,1383660600,sleep
1757,1383636240,1383637440,inactive
1758,1383636180,1383636240,light_activity
1759,1383636000,1383636180,inactive
1760,1383635820,1383636000,light_activity
1761,1383635160,1383635820,inactive
1762,1383634680,1383635160,light_activity
1763,1383632220,1383634680,inactive
1764,1383632100,1383632220,light_activity
1765,1383631920,1383632100,inactive
1766,1383631860,1383631920,light_activity
1767,1383631620,1383631860,inactive
1768,1383631560,1383631620,light_activity
1769,1383630480,1383631560,inactive
1770,1383629580,1383630480,light_activity
1771,1383628140,1383629580,inactive
1772,1383628080,1383628140,light_activity
1773,1383627600,1383628080,inactive
1774,1383627540,1383627600,light_activity
1775,1383626100,1383627540,inactive
1776,1383625440,1383626100,light_activity
1777,1383622080,1383625440,inactive
1778,1383621540,1383622080,light_activity
1779,1383621300,1383621540,inactive
1780,1383620820,1383621300,light_activity
1781,1383620640,1383620820,inactive
1782,1383619920,1383620640,light_activity
1783,1383619500,1383619920,inactive
1784,1383619440,1383619500,light_activity
1785,1383617280,1383619440,inactive
1786,1383617220,1383617280,light_activity
1787,1383616800,1383617220,inactive
1788,1383616440,1383616800,light_activity
1789,1383616080,1383616440,inactive
1790,1383615240,1383616080,light_activity
1791,1383614640,1383615240,inactive
1792,1383614100,1383614640,light_activity
1793,1383612960,1383614100,inactive
1794,1383612840,1383612960,light_activity
1795,1383612360,1383612840,inactive
1796,1383612300,1383612360,light_activity
1797,1383611220,1383612300,inactive
1798,1383611160,1383611220,light_activity
1799,1383610860,1383611160,inactive
1800,1383610320,1383610860,light_activity
1801,1383610140,1383610320,inactive
1802,1383610080,1383610140,light_activity
1803,1383609540,1383610080,inactive
1804,1383609480,1383609540,light_activity
1805,1383608760,1383609480,moderate_activity
1806,1383608700,1383608760,light_activity
1807,1383608400,1383608700,inactive
1808,1383608220,1383608400,light_activity
1809,1383606780,1383608220,inactive
1810,1383606720,1383606780,light_activity
1811,1383605940,1383606720,inactive
1812,1383605820,1383605940,light_activity
1813,1383605580,1383605820,inactive
1814,1383605460,1383605580,light_activity
1815,1383605280,1383605460,inactive
1816,1383605220,1383605280,light_activity
1817,1383604500,1383605220,inactive
1818,1383604140,1383604500,light_activity
1819,1383603960,1383604140,inactive
1820,1383603840,1383603960,light_activity
1821,1383600480,1383603840,inactive
1822,1383600420,1383600480,light_activity
1823,1383599160,1383600420,inactive
1824,1383599100,1383599160,light_activity
1825,1383598680,1383599100,inactive
1826,1383598020,1383598680,moderate_activity
1827,1383597960,1383598020,light_activity
1828,1383597660,1383597960,inactive
1829,1383597600,1383597660,light_activity
1830,1383597420,1383597600,inactive
1831,1383596940,1383597420,light_activity
1832,1383596400,1383596940,inactive
1833,1383595920,1383596400,light_activity
1834,1383595620,1383595920,inactive
1835,1383595020,1383595620,light_activity
1836,1383592860,1383595020,inactive
1837,1383592620,1383592860,light_activity
1838,1383589740,1383592620,inactive
1839,1383589080,1383589740,light_activity
1840,1383587940,1383589080,inactive
1841,1383587880,1383587940,light_activity
1842,1383584700,1383587880,inactive
1843,1383584100,1383584700,light_activity
1844,1383583440,1383584100,inactive
1845,1383581640,1383583440,light_activity
1846,1383581160,1383581640,inactive
1847,1383581040,1383581160,light_activity
1848,1383580800,1383581040,inactive
1849,1383580080,1383580800,light_activity
1850,1383579840,1383580080,inactive
1851,1383062040,1383579840,off_wrist
1852,1383724260,1383724800,inactive
1853,1383724200,1383724260,light_activity
1854,1383724020,1383724200,inactive
1855,1383723960,1383724020,light_activity
1856,1383723360,1383723960,inactive
1857,1383723300,1383723360,light_activity
1858,1383723000,1383723300,inactive
1859,1383722940,1383723000,light_activity
1860,1383722640,1383722940,inactive
1861,1383722520,1383722640,light_activity
1862,1383722040,1383722520,inactive
1863,1383721920,1383722040,light_activity
1864,1383720900,1383721920,inactive
1865,1383720840,1383720900,light_activity
1866,1383720360,1383720840,inactive
1867,1383720180,1383720360,light_activity
1868,1383719820,1383720180,inactive
1869,1383719700,1383719820,light_activity
1870,1383718140,1383719700,inactive
1871,1383717840,1383718140,light_activity
1872,1383717360,1383717840,inactive
1873,1383717300,1383717360,light_activity
1874,1383717120,1383717300,inactive
1875,1383717060,1383717120,light_activity
1876,1383715500,1383717060,moderate_activity
1877,1383714840,1383715500,inactive
1878,1383714000,1383714840,light_activity
1879,1383713820,1383714000,inactive
1880,1383713640,1383713820,light_activity
1881,1383713280,1383713640,inactive
1882,1383713220,1383713280,light_activity
1883,1383712920,1383713220,inactive
1884,1383712500,1383712920,light_activity
1885,1383710880,1383712500,inactive
1886,1383710220,1383710880,light_activity
1887,1383709680,1383710220,inactive
1888,1383709440,1383709680,light_activity
1889,1383709200,1383709440,inactive
1890,1383709020,1383709200,light_activity
1891,1383707820,1383709020,inactive
1892,1383707760,1383707820,light_activity
1893,1383707160,1383707760,inactive
1894,1383706320,1383707160,light_activity
1895,1383706020,1383706320,off_wrist
1896,1383703320,1383706020,light_activity
1897,1383702660,1383703320,moderate_activity
1898,1383702360,1383702660,inactive
1899,1383702120,1383702360,light_activity
1900,1383700080,1383702120,inactive
1901,1383699960,1383700080,light_activity
1902,1383699780,1383699960,inactive
1903,1383699720,1383699780,light_activity
1904,1383698880,1383699720,inactive
1905,1383698700,1383698880,light_activity
1906,1383697980,1383698700,inactive
1907,1383697320,1383697980,light_activity
1908,1383697080,1383697320,inactive
1909,1383696900,1383697080,light_activity
1910,1383690120,1383696900,inactive
1911,1383689880,1383690120,light_activity
1912,1383689640,1383689880,inactive
1913,1383689520,1383689640,light_activity
1914,1383686160,1383689520,inactive
1915,1383685500,1383686160,light_activity
1916,1383685260,1383685500,inactive
1917,1383684240,1383685260,light_activity
1918,1383684060,1383684240,inactive
1919,1383683640,1383684060,light_activity
1920,1383682980,1383683640,inactive
1921,1383681600,1383682980,light_activity
1922,1383679740,1383681600,inactive
1923,1383679680,1383679740,light_activity
1924,1383679200,1383679680,inactive
1925,1383679140,1383679200,light_activity
1926,1383678600,1383679140,inactive
1927,1383678360,1383678600,light_activity
1928,1383678000,1383678360,inactive
1929,1383677880,1383678000,light_activity
1930,1383677100,1383677880,inactive
1931,1383677040,1383677100,light_activity
1932,1383676560,1383677040,inactive
1933,1383676500,1383676560,light_activity
1934,1383674940,1383676500,inactive
1935,1383674880,1383674940,light_activity
1936,1383674700,1383674880,inactive
1937,1383674640,1383674700,light_activity
1938,1383674340,1383674640,inactive
1939,1383674280,1383674340,light_activity
1940,1383673620,1383674280,inactive
1941,1383673560,1383673620,light_activity
1942,1383673140,1383673560,inactive
1943,1383673080,1383673140,light_activity
1944,1383672660,1383673080,inactive
1945,1383672240,1383672660,light_activity
1946,1383669060,1383672240,inactive
1947,1383667980,1383669060,light_activity
1948,1383666900,1383667980,inactive
1949,1383666300,1383666900,light_activity
1950,1383663120,1383666300,inactive
1951,1383663060,1383663120,light_activity
1952,1383662880,1383663060,inactive
1953,1383662400,1383662880,light_activity
1954,1383661020,1383662400,off_wrist
1955,1383660960,1383661020,light_activity
1956,1383660600,1383660960,inactive
1957,1383637440,1383660600,sleep
1958,1383810780,1383811380,inactive
1959,1383810000,1383810780,light_activity
1960,1383809820,1383810000,inactive
1961,1383809520,1383809820,light_activity
1962,1383809340,1383809520,inactive
1963,1383807780,1383809340,light_activity
1964,1383807360,1383807780,inactive
1965,1383806820,1383807360,light_activity
1966,1383806640,1383806820,inactive
1967,1383806460,1383806640,light_activity
1968,1383806220,1383806460,inactive
1969,1383805980,1383806220,light_activity
1970,1383805740,1383805980,inactive
1971,1383805680,1383805740,light_activity
1972,1383805500,1383805680,inactive
1973,1383804720,1383805500,light_activity
1974,1383804420,1383804720,inactive
1975,1383803100,1383804420,light_activity
1976,1383799620,1383803100,inactive
1977,1383798060,1383799620,light_activity
1978,1383797640,1383798060,inactive
1979,1383797400,1383797640,light_activity
1980,1383797220,1383797400,inactive
1981,1383796200,1383797220,light_activity
1982,1383795840,1383796200,inactive
1983,1383795000,1383795840,light_activity
1984,1383793440,1383795000,inactive
1985,1383792900,1383793440,light_activity
1986,1383792420,1383792900,inactive
1987,1383792000,1383792420,light_activity
1988,1383791640,1383792000,inactive
1989,1383791100,1383791640,light_activity
1990,1383787920,1383791100,inactive
1991,1383787320,1383787920,light_activity
1992,1383783240,1383787320,inactive
1993,1383783120,1383783240,light_activity
1994,1383782700,1383783120,inactive
1995,1383782340,1383782700,light_activity
1996,1383778200,1383782340,inactive
1997,1383777960,1383778200,light_activity
1998,1383777600,1383777960,inactive
1999,1383777540,1383777600,light_activity
2000,1383772920,1383777540,inactive
2001,1383771780,1383772920,light_activity
2002,1383771540,1383771780,inactive
2003,1383770580,1383771540,light_activity
2004,1383770400,1383770580,inactive
2005,1383770280,1383770400,light_activity
2006,1383770100,1383770280,inactive
2007,1383769920,1383770100,light_activity
2008,1383769560,1383769920,inactive
2009,1383769020,1383769560,light_activity
2010,1383767460,1383769020,inactive
2011,1383767400,1383767460,off_wrist
2012,1383767040,1383767400,inactive
2013,1383766620,1383767040,light_activity
2014,1383766440,1383766620,inactive
2015,1383766260,1383766440,light_activity
2016,1383765300,1383766260,inactive
2017,1383765180,1383765300,light_activity
2018,1383764640,1383765180,inactive
2019,1383764520,1383764640,light_activity
2020,1383762420,1383764520,inactive
2021,1383762360,1383762420,light_activity
2022,1383761340,1383762360,inactive
2023,1383760620,1383761340,light_activity
2024,1383760320,1383760620,inactive
2025,1383760020,1383760320,light_activity
2026,1383758820,1383760020,inactive
2027,1383758760,1383758820,light_activity
2028,1383758100,1383758760,inactive
2029,1383758040,1383758100,light_activity
2030,1383757680,1383758040,inactive
2031,1383757080,1383757680,moderate_activity
2032,1383756480,1383757080,light_activity
2033,1383755640,1383756480,off_wrist
2034,1383755580,1383755640,light_activity
2035,1383728760,1383755580,sleep
2036,1383727800,1383728760,inactive
2037,1383727740,1383727800,light_activity
2038,1383727140,1383727740,inactive
2039,1383726720,1383727140,light_activity
2040,1383724920,1383726720,moderate_activity
2041,1383724800,1383724920,light_activity
2042,1383724260,1383724800,inactive
2043,1383897300,1383927720,sleep
2044,1383894780,1383897300,inactive
2045,1383891900,1383894780,light_activity
2046,1383891660,1383891900,inactive
2047,1383890940,1383891660,light_activity
2048,1383887100,1383890940,inactive
2049,1383886560,1383887100,light_activity
2050,1383886260,1383886560,inactive
2051,1383885120,1383886260,light_activity
2052,1383884940,1383885120,inactive
2053,1383884880,1383884940,light_activity
2054,1383883080,1383884880,inactive
2055,1383882420,1383883080,light_activity
2056,1383881340,1383882420,inactive
2057,1383881280,1383881340,light_activity
2058,1383880680,1383881280,moderate_activity
2059,1383879540,1383880680,light_activity
2060,1383876600,1383879540,inactive
2061,1383876540,1383876600,light_activity
2062,1383876120,1383876540,inactive
2063,1383875700,1383876120,light_activity
2064,1383873060,1383875700,inactive
2065,1383872580,1383873060,light_activity
2066,1383872340,1383872580,inactive
2067,1383871800,1383872340,light_activity
2068,1383869340,1383871800,inactive
2069,1383869160,1383869340,light_activity
2070,1383868860,1383869160,inactive
2071,1383868620,1383868860,light_activity
2072,1383865740,1383868620,inactive
2073,1383865440,1383865740,light_activity
2074,1383865140,1383865440,inactive
2075,1383863520,1383865140,light_activity
2076,1383862740,1383863520,inactive
2077,1383862680,1383862740,light_activity
2078,1383862380,1383862680,inactive
2079,1383862320,1383862380,light_activity
2080,1383862140,1383862320,inactive
2081,1383862080,1383862140,light_activity
2082,1383861900,1383862080,inactive
2083,1383861480,1383861900,light_activity
2084,1383861300,1383861480,inactive
2085,1383860580,1383861300,light_activity
2086,1383859980,1383860580,inactive
2087,1383859920,1383859980,light_activity
2088,1383858420,1383859920,inactive
2089,1383857760,1383858420,light_activity
2090,1383857280,1383857760,inactive
2091,1383857220,1383857280,light_activity
2092,1383856740,1383857220,inactive
2093,1383856140,1383856740,light_activity
2094,1383855960,1383856140,inactive
2095,1383855240,1383855960,light_activity
2096,1383854100,1383855240,inactive
2097,1383853440,1383854100,light_activity
2098,1383853140,1383853440,inactive
2099,1383852660,1383853140,light_activity
2100,1383851460,1383852660,inactive
2101,1383851400,1383851460,light_activity
2102,1383851160,1383851400,inactive
2103,1383850980,1383851160,light_activity
2104,1383849120,1383850980,inactive
2105,1383849060,1383849120,light_activity
2106,1383848820,1383849060,inactive
2107,1383848520,1383848820,light_activity
2108,1383847800,1383848520,inactive
2109,1383847740,1383847800,light_activity
2110,1383847380,1383847740,inactive
2111,1383846720,1383847380,light_activity
2112,1383845760,1383846720,inactive
2113,1383845700,1383845760,light_activity
2114,1383845280,1383845700,inactive
2115,1383845160,1383845280,light_activity
2116,1383844560,1383845160,inactive
2117,1383844440,1383844560,light_activity
2118,1383844140,1383844440,inactive
2119,1383843780,1383844140,light_activity
2120,1383842880,1383843780,off_wrist
2121,1383842400,1383842880,light_activity
2122,1383841080,1383842400,inactive
2123,1383841020,1383841080,light_activity
2124,1383839880,1383841020,moderate_activity
2125,1383839400,1383839880,inactive
2126,1383839340,1383839400,light_activity
2127,1383838800,1383839340,inactive
2128,1383837960,1383838800,light_activity
2129,1383837060,1383837960,inactive
2130,1383833700,1383837060,sleep
2131,1383832080,1383833700,inactive
2132,1383831840,1383832080,light_activity
2133,1383831600,1383831840,inactive
2134,1383815940,1383831600,sleep
2135,1383815760,1383815940,inactive
2136,1383815700,1383815760,light_activity
2137,1383815220,1383815700,inactive
2138,1383815100,1383815220,light_activity
2139,1383814260,1383815100,inactive
2140,1383813720,1383814260,light_activity
2141,1383813120,1383813720,inactive
2142,1383812880,1383813120,light_activity
2143,1383812460,1383812880,inactive
2144,1383812040,1383812460,light_activity
2145,1383811800,1383812040,inactive
2146,1383811380,1383811800,light_activity
2147,1383810780,1383811380,inactive
2148,1383983880,1383984660,inactive
2149,1383983220,1383983880,light_activity
2150,1383982860,1383983220,inactive
2151,1383982620,1383982860,light_activity
2152,1383982260,1383982620,inactive
2153,1383981720,1383982260,light_activity
2154,1383981300,1383981720,inactive
2155,1383981240,1383981300,light_activity
2156,1383980340,1383981240,inactive
2157,1383979440,1383980340,light_activity
2158,1383977040,1383979440,inactive
2159,1383976980,1383977040,light_activity
2160,1383975900,1383976980,inactive
2161,1383975360,1383975900,light_activity
2162,1383970680,1383975360,inactive
2163,1383970440,1383970680,light_activity
2164,1383968340,1383970440,inactive
2165,1383967980,1383968340,light_activity
2166,1383967740,1383967980,inactive
2167,1383966660,1383967740,light_activity
2168,1383966480,1383966660,inactive
2169,1383966420,1383966480,light_activity
2170,1383966240,1383966420,inactive
2171,1383966000,1383966240,light_activity
2172,1383965520,1383966000,inactive
2173,1383965160,1383965520,light_activity
2174,1383964380,1383965160,inactive
2175,1383964320,1383964380,light_activity
2176,1383964140,1383964320,inactive
2177,1383963720,1383964140,light_activity
2178,1383962580,1383963720,moderate_activity
2179,1383962520,1383962580,light_activity
2180,1383961620,1383962520,inactive
2181,1383961560,1383961620,light_activity
2182,1383961020,1383961560,inactive
2183,1383960960,1383961020,light_activity
2184,1383960420,1383960960,inactive
2185,1383960360,1383960420,light_activity
2186,1383960000,1383960360,inactive
2187,1383959760,1383960000,light_activity
2188,1383959520,1383959760,inactive
2189,1383959400,1383959520,light_activity
2190,1383957240,1383959400,inactive
2191,1383956820,1383957240,light_activity
2192,1383955920,1383956820,inactive
2193,1383955020,1383955920,light_activity
2194,1383951240,1383955020,inactive
2195,1383951180,1383951240,light_activity
2196,1383950340,1383951180,inactive
2197,1383949740,1383950340,light_activity
2198,1383949380,1383949740,inactive
2199,1383948840,1383949380,light_activity
2200,1383948600,1383948840,inactive
2201,1383947820,1383948600,light_activity
2202,1383947520,1383947820,inactive
2203,1383947460,1383947520,light_activity
2204,1383947280,1383947460,inactive
2205,1383947220,1383947280,light_activity
2206,1383946620,1383947220,inactive
2207,1383946380,1383946620,light_activity
2208,1383945780,1383946380,inactive
2209,1383945420,1383945780,light_activity
2210,1383944280,1383945420,inactive
2211,1383943620,1383944280,light_activity
2212,1383943200,1383943620,inactive
2213,1383943140,1383943200,light_activity
2214,1383942960,1383943140,inactive
2215,1383941220,1383942960,light_activity
2216,1383937320,1383941220,inactive
2217,1383937020,1383937320,light_activity
2218,1383936300,1383937020,inactive
2219,1383934860,1383936300,light_activity
2220,1383934140,1383934860,inactive
2221,1383934020,1383934140,light_activity
2222,1383933540,1383934020,inactive
2223,1383933000,1383933540,light_activity
2224,1383932400,1383933000,inactive
2225,1383932340,1383932400,light_activity
2226,1383930960,1383932340,inactive
2227,1383930780,1383930960,light_activity
2228,1383930480,1383930780,inactive
2229,1383929940,1383930480,light_activity
2230,1383929340,1383929940,off_wrist
2231,1383928980,1383929340,inactive
2232,1383928860,1383928980,light_activity
2233,1383927720,1383928860,inactive
2234,1383897300,1383927720,sleep
2235,1384048920,1384102800,off_wrist
2236,1384048860,1384048920,light_activity
2237,1384048200,1384048860,moderate_activity
2238,1384047720,1384048200,off_wrist
2239,1384047240,1384047720,inactive
2240,1384047180,1384047240,light_activity
2241,1384041720,1384047180,moderate_activity
2242,1384041120,1384041720,light_activity
2243,1384040940,1384041120,inactive
2244,1384040820,1384040940,light_activity
2245,1384040460,1384040820,inactive
2246,1384040100,1384040460,light_activity
2247,1384039680,1384040100,inactive
2248,1384039500,1384039680,light_activity
2249,1384039080,1384039500,inactive
2250,1384038120,1384039080,moderate_activity
2251,1384037520,1384038120,light_activity
2252,1384037100,1384037520,inactive
2253,1384036200,1384037100,light_activity
2254,1384035900,1384036200,inactive
2255,1384035660,1384035900,light_activity
2256,1384035360,1384035660,inactive
2257,1384035240,1384035360,light_activity
2258,1384035060,1384035240,inactive
2259,1384034760,1384035060,light_activity
2260,1384033260,1384034760,moderate_activity
2261,1384033140,1384033260,light_activity
2262,1384031580,1384033140,inactive
2263,1384031340,1384031580,light_activity
2264,1384030680,1384031340,inactive
2265,1384030620,1384030680,light_activity
2266,1384029120,1384030620,inactive
2267,1384029000,1384029120,light_activity
2268,1384027260,1384029000,inactive
2269,1384026780,1384027260,light_activity
2270,1384026060,1384026780,inactive
2271,1384025700,1384026060,light_activity
2272,1384024560,1384025700,inactive
2273,1384023960,1384024560,light_activity
2274,1384021920,1384023960,inactive
2275,1384021860,1384021920,light_activity
2276,1384021080,1384021860,inactive
2277,1384020840,1384021080,light_activity
2278,1384018800,1384020840,inactive
2279,1384018680,1384018800,light_activity
2280,1384018500,1384018680,inactive
2281,1384018380,1384018500,light_activity
2282,1384018200,1384018380,inactive
2283,1384018080,1384018200,light_activity
2284,1384017900,1384018080,inactive
2285,1384015680,1384017900,light_activity
2286,1383987300,1384015680,sleep
2287,1383987240,1383987300,light_activity
2288,1383986700,1383987240,inactive
2289,1383986580,1383986700,light_activity
2290,1383984780,1383986580,inactive
2291,1383984660,1383984780,light_activity
2292,1383983880,1383984660,inactive
2293,1384121460,1384220340,off_wrist
2294,1384120140,1384121460,inactive
2295,1384120080,1384120140,light_activity
2296,1384117560,1384120080,inactive
2297,1384117320,1384117560,light_activity
2298,1384113180,1384117320,inactive
2299,1384112640,1384113180,light_activity
2300,1384112460,1384112640,inactive
2301,1384112340,1384112460,light_activity
2302,1384112040,1384112340,inactive
2303,1384111920,1384112040,light_activity
2304,1384111680,1384111920,inactive
2305,1384111380,1384111680,light_activity
2306,1384111200,1384111380,inactive
2307,1384110840,1384111200,light_activity
2308,1384110660,1384110840,inactive
2309,1384110540,1384110660,light_activity
2310,1384109880,1384110540,moderate_activity
2311,1384109820,1384109880,light_activity
2312,1384109520,1384109820,inactive
2313,1384109460,1384109520,light_activity
2314,1384109220,1384109460,inactive
2315,1384109040,1384109220,light_activity
2316,1384108260,1384109040,inactive
2317,1384108200,1384108260,light_activity
2318,1384107360,1384108200,moderate_activity
2319,1384107240,1384107360,light_activity
2320,1384106700,1384107240,inactive
2321,1384106640,1384106700,light_activity
2322,1384105740,1384106640,inactive
2323,1384105260,1384105740,light_activity
2324,1384104660,1384105260,inactive
2325,1384104420,1384104660,light_activity
2326,1384104240,1384104420,inactive
2327,1384103460,1384104240,light_activity
2328,1384103220,1384103460,inactive
2329,1384102800,1384103220,light_activity
2330,1384048920,1384102800,off_wrist
2331,1384242540,1384271940,sleep
2332,1384242300,1384242540,inactive
2333,1384242240,1384242300,light_activity
2334,1384240920,1384242240,inactive
2335,1384240860,1384240920,light_activity
2336,1384240620,1384240860,inactive
2337,1384240440,1384240620,light_activity
2338,1384237080,1384240440,inactive
2339,1384236000,1384237080,light_activity
2340,1384234320,1384236000,inactive
2341,1384234260,1384234320,light_activity
2342,1384233060,1384234260,inactive
2343,1384232880,1384233060,light_activity
2344,1384229340,1384232880,inactive
2345,1384229280,1384229340,light_activity
2346,1384228920,1384229280,inactive
2347,1384228680,1384228920,light_activity
2348,1384228080,1384228680,moderate_activity
2349,1384227960,1384228080,light_activity
2350,1384227360,1384227960,inactive
2351,1384227060,1384227360,light_activity
2352,1384226640,1384227060,inactive
2353,1384226460,1384226640,light_activity
2354,1384225500,1384226460,inactive
2355,1384224360,1384225500,light_activity
2356,1384222680,1384224360,inactive
2357,1384222080,1384222680,light_activity
2358,1384220340,1384222080,inactive
2359,1384121460,1384220340,off_wrist
2360,1384329120,1384331340,inactive
2361,1384329060,1384329120,light_activity
2362,1384328880,1384329060,inactive
2363,1384328280,1384328880,light_activity
2364,1384324500,1384328280,inactive
2365,1384324440,1384324500,light_activity
2366,1384323300,1384324440,inactive
2367,1384323180,1384323300,light_activity
2368,1384322700,1384323180,inactive
2369,1384322580,1384322700,light_activity
2370,1384321980,1384322580,inactive
2371,1384321860,1384321980,light_activity
2372,1384321260,1384321860,moderate_activity
2373,1384320480,1384321260,inactive
2374,1384320360,1384320480,light_activity
2375,1384320060,1384320360,inactive
2376,1384318980,1384320060,moderate_activity
2377,1384318740,1384318980,light_activity
2378,1384318440,1384318740,inactive
2379,1384318080,1384318440,light_activity
2380,1384313640,1384318080,inactive
2381,1384313580,1384313640,light_activity
2382,1384312920,1384313580,inactive
2383,1384312620,1384312920,light_activity
2384,1384312440,1384312620,inactive
2385,1384311780,1384312440,light_activity
2386,1384311240,1384311780,inactive
2387,1384311180,1384311240,light_activity
2388,1384310220,1384311180,moderate_activity
2389,1384310160,1384310220,light_activity
2390,1384309680,1384310160,inactive
2391,1384309620,1384309680,light_activity
2392,1384308300,1384309620,inactive
2393,1384307220,1384308300,moderate_activity
2394,1384306500,1384307220,light_activity
2395,1384305840,1384306500,inactive
2396,1384305660,1384305840,light_activity
2397,1384305360,1384305660,inactive
2398,1384305300,1384305360,light_activity
2399,1384302900,1384305300,inactive
2400,1384302240,1384302900,light_activity
2401,1384300260,1384302240,inactive
2402,1384299900,1384300260,light_activity
2403,1384299720,1384299900,inactive
2404,1384299480,1384299720,light_activity
2405,1384298400,1384299480,inactive
2406,1384297860,1384298400,light_activity
2407,1384297500,1384297860,inactive
2408,1384297020,1384297500,light_activity
2409,1384291800,1384297020,inactive
2410,1384291260,1384291800,light_activity
2411,1384290960,1384291260,inactive
2412,1384290180,1384290960,light_activity
2413,1384290000,1384290180,inactive
2414,1384289760,1384290000,light_activity
2415,1384289580,1384289760,inactive
2416,1384288380,1384289580,light_activity
2417,1384288080,1384288380,inactive
2418,1384287600,1384288080,light_activity
2419,1384287180,1384287600,inactive
2420,1384286880,1384287180,light_activity
2421,1384286640,1384286880,inactive
2422,1384286460,1384286640,light_activity
2423,1384284060,1384286460,inactive
2424,1384284000,1384284060,light_activity
2425,1384283340,1384284000,inactive
2426,1384283040,1384283340,light_activity
2427,1384280040,1384283040,inactive
2428,1384279980,1384280040,light_activity
2429,1384279800,1384279980,inactive
2430,1384278960,1384279800,light_activity
2431,1384278360,1384278960,inactive
2432,1384278300,1384278360,light_activity
2433,1384277220,1384278300,inactive
2434,1384277100,1384277220,light_activity
2435,1384276560,1384277100,inactive
2436,1384276440,1384276560,light_activity
2437,1384275960,1384276440,inactive
2438,1384275420,1384275960,light_activity
2439,1384275240,1384275420,inactive
2440,1384274820,1384275240,light_activity
2441,1384273740,1384274820,off_wrist
2442,1384271940,1384273740,inactive
2443,1384242540,1384271940,sleep
2444,1384415580,1384446360,sleep
2445,1384413300,1384415580,inactive
2446,1384413240,1384413300,light_activity
2447,1384410780,1384413240,inactive
2448,1384410660,1384410780,light_activity
2449,1384410360,1384410660,inactive
2450,1384409580,1384410360,light_activity
2451,1384408140,1384409580,inactive
2452,1384407960,1384408140,light_activity
2453,1384405860,1384407960,inactive
2454,1384405800,1384405860,light_activity
2455,1384403400,1384405800,inactive
2456,1384402080,1384403400,light_activity
2457,1384401660,1384402080,inactive
2458,1384400940,1384401660,moderate_activity
2459,1384400640,1384400940,inactive
2460,1384399440,1384400640,light_activity
2461,1384399260,1384399440,inactive
2462,1384399200,1384399260,light_activity
2463,1384399020,1384399200,inactive
2464,1384398960,1384399020,light_activity
2465,1384398540,1384398960,inactive
2466,1384398480,1384398540,light_activity
2467,1384398300,1384398480,inactive
2468,1384398060,1384398300,light_activity
2469,1384397880,1384398060,inactive
2470,1384397520,1384397880,light_activity
2471,1384396920,1384397520,moderate_activity
2472,1384396320,1384396920,light_activity
2473,1384396020,1384396320,inactive
2474,1384394220,1384396020,light_activity
2475,1384393620,1384394220,moderate_activity
2476,1384391460,1384393620,inactive
2477,1384391400,1384391460,light_activity
2478,1384391160,1384391400,inactive
2479,1384391100,1384391160,light_activity
2480,1384390140,1384391100,inactive
2481,1384389840,1384390140,light_activity
2482,1384380660,1384389840,inactive
2483,1384380480,1384380660,light_activity
2484,1384379220,1384380480,inactive
2485,1384379100,1384379220,light_activity
2486,1384378140,1384379100,inactive
2487,1384377960,1384378140,light_activity
2488,1384377060,1384377960,inactive
2489,1384376820,1384377060,light_activity
2490,1384376580,1384376820,inactive
2491,1384376100,1384376580,light_activity
2492,1384374660,1384376100,inactive
2493,1384373340,1384374660,light_activity
2494,1384372260,1384373340,inactive
2495,1384372200,1384372260,light_activity
