,start,end,activity
0,1381387260,1381416120,sleep
1,1381386960,1381387260,inactive
2,1381386720,1381386960,light_activity
3,1381386300,1381386720,inactive
4,1381386060,1381386300,light_activity
5,1381384500,1381386060,inactive
6,1381384440,1381384500,light_activity
7,1381382640,1381384440,inactive
8,1381382340,1381382640,light_activity
9,1381381260,1381382340,inactive
10,1381381140,1381381260,light_activity
11,1381380960,1381381140,inactive
12,1381380900,1381380960,light_activity
13,1381378140,1381380900,inactive
14,1381377240,1381378140,light_activity
15,1381376400,1381377240,inactive
16,1381376340,1381376400,light_activity
17,1381375800,1381376340,inactive
18,1381375740,1381375800,light_activity
19,1381375140,1381375740,inactive
20,1381374300,1381375140,moderate_activity
21,1381372620,1381374300,inactive
22,1381372500,1381372620,light_activity
23,1381372320,1381372500,inactive
24,1381372260,1381372320,light_activity
25,1381371720,1381372260,inactive
26,1381371660,1381371720,light_activity
27,1381370160,1381371660,inactive
28,1381473840,1381475520,inactive
29,1381473660,1381473840,light_activity
30,1381473480,1381473660,inactive
31,1381473120,1381473480,light_activity
32,1381470540,1381473120,inactive
33,1381470480,1381470540,light_activity
34,1381470000,1381470480,inactive
35,1381469880,1381470000,light_activity
36,1381467660,1381469880,inactive
37,1381467540,1381467660,light_activity
38,1381466580,1381467540,inactive
39,1381465860,1381466580,light_activity
40,1381465380,1381465860,inactive
41,1381465320,1381465380,light_activity
42,1381464660,1381465320,inactive
43,1381464360,1381464660,light_activity
44,1381463040,1381464360,inactive
45,1381462980,1381463040,light_activity
46,1381460820,1381462980,inactive
47,1381460580,1381460820,light_activity
48,1381459260,1381460580,inactive
49,1381458960,1381459260,light_activity
50,1381458720,1381458960,inactive
51,1381458060,1381458720,light_activity
52,1381455480,1381458060,inactive
53,1381454820,1381455480,light_activity
54,1381453500,1381454820,inactive
55,1381453080,1381453500,light_activity
56,1381452780,1381453080,off_wrist
57,1381452600,1381452780,light_activity
58,1381450020,1381452600,inactive
59,1381449960,1381450020,light_activity
60,1381445580,1381449960,moderate_activity
61,1381445400,1381445580,light_activity
62,1381444620,1381445400,inactive
63,1381444140,1381444620,light_activity
64,1381440840,1381444140,inactive
65,1381439460,1381440840,light_activity
66,1381439160,1381439460,inactive
67,1381438980,1381439160,light_activity
68,1381434360,1381438980,inactive
69,1381434000,1381434360,light_activity
70,1381432860,1381434000,inactive
71,1381432740,1381432860,light_activity
72,1381432080,1381432740,inactive
73,1381431600,1381432080,light_activity
74,1381431120,1381431600,inactive
75,1381431060,1381431120,light_activity
76,1381430700,1381431060,inactive
77,1381430460,1381430700,light_activity
78,1381428420,1381430460,inactive
79,1381428120,1381428420,light_activity
80,1381426140,1381428120,inactive
81,1381425900,1381426140,light_activity
82,1381425720,1381425900,inactive
83,1381425600,1381425720,light_activity
84,1381425420,1381425600,inactive
85,1381425240,1381425420,light_activity
86,1381422360,1381425240,inactive
87,1381421580,1381422360,light_activity
88,1381421400,1381421580,inactive
89,1381421280,1381421400,light_activity
90,1381418280,1381421280,inactive
91,1381417680,1381418280,light_activity
92,1381417440,1381417680,inactive
93,1381417380,1381417440,light_activity
94,1381416120,1381417380,inactive
95,1381387260,1381416120,sleep
96,1381556340,1381561980,inactive
97,1381556160,1381556340,off_wrist
98,1381553340,1381556160,inactive
99,1381552500,1381553340,moderate_activity
100,1381552260,1381552500,inactive
101,1381552080,1381552260,light_activity
102,1381551840,1381552080,inactive
103,1381551780,1381551840,light_activity
104,1381550580,1381551780,inactive
105,1381550520,1381550580,light_activity
106,1381550160,1381550520,inactive
107,1381549920,1381550160,light_activity
108,1381549020,1381549920,inactive
109,1381548840,1381549020,light_activity
110,1381547640,1381548840,inactive
111,1381547220,1381547640,light_activity
112,1381546320,1381547220,moderate_activity
113,1381546020,1381546320,inactive
114,1381545960,1381546020,light_activity
115,1381545660,1381545960,inactive
116,1381545360,1381545660,light_activity
117,1381544040,1381545360,inactive
118,1381542960,1381544040,light_activity
119,1381542660,1381542960,inactive
120,1381542600,1381542660,light_activity
121,1381542360,1381542600,inactive
122,1381542300,1381542360,light_activity
123,1381540440,1381542300,inactive
124,1381540320,1381540440,light_activity
125,1381539780,1381540320,inactive
126,1381539480,1381539780,light_activity
127,1381538100,1381539480,inactive
128,1381538040,1381538100,light_activity
129,1381537860,1381538040,inactive
130,1381537200,1381537860,light_activity
131,1381537020,1381537200,inactive
132,1381536960,1381537020,light_activity
133,1381535820,1381536960,moderate_activity
134,1381535460,1381535820,light_activity
135,1381534980,1381535460,inactive
136,1381534560,1381534980,light_activity
137,1381533840,1381534560,inactive
138,1381533660,1381533840,light_activity
139,1381533420,1381533660,inactive
140,1381533180,1381533420,light_activity
141,1381531980,1381533180,moderate_activity
142,1381531800,1381531980,light_activity
143,1381531440,1381531800,inactive
144,1381531380,1381531440,light_activity
145,1381531200,1381531380,inactive
146,1381531080,1381531200,light_activity
147,1381528680,1381531080,inactive
148,1381527660,1381528680,light_activity
149,1381527360,1381527660,inactive
150,1381527300,1381527360,light_activity
151,1381527060,1381527300,inactive
152,1381526940,1381527060,light_activity
153,1381526580,1381526940,inactive
154,1381526340,1381526580,light_activity
155,1381525680,1381526340,inactive
156,1381525200,1381525680,light_activity
157,1381525020,1381525200,inactive
158,1381524840,1381525020,light_activity
159,1381524600,1381524840,inactive
160,1381524540,1381524600,light_activity
161,1381524300,1381524540,inactive
162,1381523940,1381524300,light_activity
163,1381522020,1381523940,moderate_activity
164,1381521840,1381522020,light_activity
165,1381521540,1381521840,inactive
166,1381521000,1381521540,light_activity
167,1381520700,1381521000,inactive
168,1381520640,1381520700,light_activity
169,1381519920,1381520640,inactive
170,1381519080,1381519920,light_activity
171,1381515780,1381519080,inactive
172,1381515540,1381515780,light_activity
173,1381513560,1381515540,inactive
174,1381513020,1381513560,light_activity
175,1381511280,1381513020,inactive
176,1381511220,1381511280,light_activity
177,1381510800,1381511220,inactive
178,1381510560,1381510800,light_activity
179,1381508580,1381510560,inactive
180,1381508460,1381508580,light_activity
181,1381507440,1381508460,inactive
182,1381506060,1381507440,light_activity
183,1381503900,1381506060,inactive
184,1381503780,1381503900,light_activity
185,1381503540,1381503780,inactive
186,1381502220,1381503540,light_activity
187,1381501860,1381502220,inactive
188,1381501800,1381501860,light_activity
189,1381475640,1381501800,sleep
190,1381475520,1381475640,light_activity
191,1381473840,1381475520,inactive
192,1381646340,1381647720,inactive
193,1381646280,1381646340,off_wrist
194,1381645980,1381646280,light_activity
195,1381645260,1381645980,moderate_activity
196,1381644840,1381645260,inactive
197,1381644780,1381644840,light_activity
198,1381644120,1381644780,inactive
199,1381644060,1381644120,light_activity
200,1381643640,1381644060,inactive
201,1381643580,1381643640,light_activity
202,1381642860,1381643580,moderate_activity
203,1381641480,1381642860,light_activity
204,1381636560,1381641480,moderate_activity
205,1381636080,1381636560,light_activity
206,1381635900,1381636080,inactive
207,1381635840,1381635900,light_activity
208,1381635300,1381635840,inactive
209,1381635240,1381635300,light_activity
210,1381634820,1381635240,inactive
211,1381634760,1381634820,light_activity
212,1381632660,1381634760,inactive
213,1381631340,1381632660,light_activity
214,1381631100,1381631340,inactive
215,1381630920,1381631100,light_activity
216,1381629660,1381630920,inactive
217,1381629480,1381629660,light_activity
218,1381627680,1381629480,inactive
219,1381627620,1381627680,light_activity
220,1381624680,1381627620,inactive
221,1381624320,1381624680,light_activity
222,1381620000,1381624320,sleep
223,1381618980,1381620000,inactive
224,1381618680,1381618980,light_activity
225,1381618620,1381618680,off_wrist
226,1381618200,1381618620,inactive
227,1381617420,1381618200,light_activity
228,1381616700,1381617420,inactive
229,1381616640,1381616700,light_activity
230,1381613160,1381616640,inactive
231,1381613100,1381613160,light_activity
232,1381612200,1381613100,inactive
233,1381611960,1381612200,light_activity
234,1381609500,1381611960,inactive
235,1381608900,1381609500,light_activity
236,1381607700,1381608900,inactive
237,1381607580,1381607700,light_activity
238,1381607040,1381607580,inactive
239,1381606980,1381607040,light_activity
240,1381606380,1381606980,moderate_activity
241,1381605900,1381606380,inactive
242,1381605780,1381605900,light_activity
243,1381604520,1381605780,inactive
244,1381604160,1381604520,light_activity
245,1381603800,1381604160,inactive
246,1381603140,1381603800,light_activity
247,1381602780,1381603140,inactive
248,1381602720,1381602780,light_activity
249,1381600980,1381602720,inactive
250,1381600920,1381600980,light_activity
251,1381600620,1381600920,inactive
252,1381600560,1381600620,light_activity
253,1381599300,1381600560,moderate_activity
254,1381598820,1381599300,inactive
255,1381598760,1381598820,light_activity
256,1381597860,1381598760,inactive
257,1381597800,1381597860,light_activity
258,1381596900,1381597800,inactive
259,1381596480,1381596900,light_activity
260,1381596300,1381596480,inactive
261,1381595760,1381596300,light_activity
262,1381595400,1381595760,inactive
263,1381562580,1381595400,sleep
264,1381562220,1381562580,inactive
265,1381561980,1381562220,light_activity
266,1381556340,1381561980,inactive
267,1381731780,1381734240,inactive
268,1381731720,1381731780,light_activity
269,1381731480,1381731720,inactive
270,1381731420,1381731480,light_activity
271,1381730400,1381731420,inactive
272,1381730160,1381730400,light_activity
273,1381729680,1381730160,inactive
274,1381729440,1381729680,light_activity
275,1381728240,1381729440,inactive
276,1381727940,1381728240,light_activity
277,1381726740,1381727940,inactive
278,1381726680,1381726740,light_activity
279,1381725660,1381726680,inactive
280,1381725540,1381725660,light_activity
281,1381724040,1381725540,inactive
282,1381723860,1381724040,light_activity
283,1381723500,1381723860,inactive
284,1381722480,1381723500,moderate_activity
285,1381718580,1381722480,inactive
286,1381718460,1381718580,light_activity
287,1381714680,1381718460,inactive
288,1381714620,1381714680,light_activity
289,1381713180,1381714620,inactive
290,1381713120,1381713180,light_activity
291,1381707960,1381713120,inactive
292,1381707840,1381707960,light_activity
293,1381707360,1381707840,inactive
294,1381707060,1381707360,light_activity
295,1381701840,1381707060,inactive
296,1381701780,1381701840,light_activity
297,1381700040,1381701780,inactive
298,1381699800,1381700040,light_activity
299,1381699020,1381699800,inactive
300,1381698660,1381699020,light_activity
301,1381698240,1381698660,inactive
302,1381698120,1381698240,light_activity
303,1381697880,1381698120,inactive
304,1381697400,1381697880,light_activity
305,1381697220,1381697400,inactive
306,1381697100,1381697220,light_activity
307,1381694340,1381697100,inactive
308,1381693920,1381694340,light_activity
309,1381693320,1381693920,moderate_activity
310,1381692600,1381693320,light_activity
311,1381692300,1381692600,inactive
312,1381691940,1381692300,light_activity
313,1381691700,1381691940,inactive
314,1381691220,1381691700,light_activity
315,1381690800,1381691220,inactive
316,1381690740,1381690800,light_activity
317,1381690560,1381690740,inactive
318,1381690500,1381690560,light_activity
319,1381690260,1381690500,inactive
320,1381689960,1381690260,light_activity
321,1381689540,1381689960,inactive
322,1381689480,1381689540,light_activity
323,1381687620,1381689480,inactive
324,1381686540,1381687620,light_activity
325,1381686180,1381686540,inactive
326,1381685640,1381686180,light_activity
327,1381684920,1381685640,inactive
328,1381684860,1381684920,light_activity
329,1381684680,1381684860,inactive
330,1381684620,1381684680,light_activity
331,1381684200,1381684620,inactive
332,1381684020,1381684200,light_activity
333,1381683240,1381684020,inactive
334,1381682700,1381683240,light_activity
335,1381682520,1381682700,inactive
336,1381682400,1381682520,light_activity
337,1381682160,1381682400,inactive
338,1381682040,1381682160,light_activity
339,1381681500,1381682040,inactive
340,1381677720,1381681500,sleep
341,1381676220,1381677720,inactive
342,1381675980,1381676220,light_activity
343,1381650180,1381675980,sleep
344,1381649040,1381650180,inactive
345,1381648620,1381649040,light_activity
346,1381648440,1381648620,inactive
347,1381648380,1381648440,light_activity
348,1381647780,1381648380,inactive
349,1381647720,1381647780,light_activity
350,1381646340,1381647720,inactive
351,1381820280,1381822860,inactive
352,1381820100,1381820280,light_activity
353,1381816320,1381820100,inactive
354,1381816200,1381816320,off_wrist
355,1381815900,1381816200,inactive
356,1381814940,1381815900,light_activity
357,1381811640,1381814940,inactive
358,1381811580,1381811640,off_wrist
359,1381809480,1381811580,inactive
360,1381809240,1381809480,light_activity
361,1381808220,1381809240,inactive
362,1381808160,1381808220,light_activity
363,1381807080,1381808160,inactive
364,1381806960,1381807080,light_activity
365,1381806540,1381806960,inactive
366,1381806480,1381806540,light_activity
367,1381805580,1381806480,inactive
368,1381804920,1381805580,light_activity
369,1381797540,1381804920,inactive
370,1381797480,1381797540,light_activity
371,1381794960,1381797480,inactive
372,1381794900,1381794960,light_activity
373,1381794600,1381794900,inactive
374,1381794360,1381794600,light_activity
375,1381793700,1381794360,inactive
376,1381793640,1381793700,light_activity
377,1381793460,1381793640,inactive
378,1381792620,1381793460,moderate_activity
379,1381792320,1381792620,light_activity
380,1381792140,1381792320,inactive
381,1381792080,1381792140,light_activity
382,1381791360,1381792080,inactive
383,1381791300,1381791360,light_activity
384,1381790100,1381791300,inactive
385,1381790040,1381790100,light_activity
386,1381789620,1381790040,inactive
387,1381789560,1381789620,light_activity
388,1381788780,1381789560,inactive
389,1381788720,1381788780,light_activity
390,1381788420,1381788720,inactive
391,1381788180,1381788420,light_activity
392,1381787820,1381788180,inactive
393,1381787160,1381787820,light_activity
394,1381786860,1381787160,inactive
395,1381786800,1381786860,light_activity
396,1381781340,1381786800,inactive
397,1381780800,1381781340,light_activity
398,1381779660,1381780800,inactive
399,1381779060,1381779660,moderate_activity
400,1381778880,1381779060,light_activity
401,1381778400,1381778880,inactive
402,1381778340,1381778400,light_activity
403,1381777620,1381778340,inactive
404,1381777500,1381777620,light_activity
405,1381777320,1381777500,inactive
406,1381776960,1381777320,light_activity
407,1381776780,1381776960,inactive
408,1381776600,1381776780,light_activity
409,1381776360,1381776600,inactive
410,1381776240,1381776360,light_activity
411,1381775940,1381776240,inactive
412,1381775820,1381775940,light_activity
413,1381775160,1381775820,inactive
414,1381774980,1381775160,light_activity
415,1381774740,1381774980,inactive
416,1381774680,1381774740,light_activity
417,1381773900,1381774680,inactive
418,1381773420,1381773900,light_activity
419,1381772040,1381773420,inactive
420,1381771680,1381772040,light_activity
421,1381770000,1381771680,inactive
422,1381769280,1381770000,light_activity
423,1381768200,1381769280,inactive
424,1381768080,1381768200,light_activity
425,1381767300,1381768080,inactive
426,1381767180,1381767300,light_activity
427,1381766820,1381767180,inactive
428,1381765920,1381766820,light_activity
429,1381764240,1381765920,inactive
430,1381763760,1381764240,light_activity
431,1381763520,1381763760,inactive
432,1381762080,1381763520,light_activity
433,1381761060,1381762080,inactive
434,1381761000,1381761060,light_activity
435,1381734240,1381761000,sleep
436,1381731780,1381734240,inactive
437,1381905420,1381908540,inactive
438,1381905300,1381905420,light_activity
439,1381903320,1381905300,inactive
440,1381903140,1381903320,light_activity
441,1381899360,1381903140,inactive
442,1381899240,1381899360,light_activity
443,1381898340,1381899240,inactive
444,1381898100,1381898340,light_activity
445,1381895580,1381898100,moderate_activity
446,1381895220,1381895580,light_activity
447,1381892820,1381895220,inactive
448,1381892760,1381892820,light_activity
449,1381891500,1381892760,inactive
450,1381891440,1381891500,light_activity
451,1381889160,1381891440,inactive
452,1381889100,1381889160,light_activity
453,1381886160,1381889100,inactive
454,1381886040,1381886160,light_activity
455,1381885440,1381886040,inactive
456,1381884300,1381885440,light_activity
457,1381883040,1381884300,inactive
458,1381882920,1381883040,light_activity
459,1381875780,1381882920,inactive
460,1381875540,1381875780,light_activity
461,1381875120,1381875540,inactive
462,1381875060,1381875120,light_activity
463,1381874880,1381875060,inactive
464,1381874340,1381874880,light_activity
465,1381872780,1381874340,inactive
466,1381872240,1381872780,light_activity
467,1381869600,1381872240,inactive
468,1381869480,1381869600,light_activity
469,1381869240,1381869480,inactive
470,1381868940,1381869240,light_activity
471,1381865340,1381868940,inactive
472,1381865280,1381865340,off_wrist
473,1381861200,1381865280,inactive
474,1381861140,1381861200,light_activity
475,1381859820,1381861140,inactive
476,1381858920,1381859820,light_activity
477,1381858440,1381858920,inactive
478,1381858260,1381858440,light_activity
479,1381857600,1381858260,moderate_activity
480,1381857360,1381857600,light_activity
481,1381856640,1381857360,inactive
482,1381856100,1381856640,light_activity
483,1381852440,1381856100,inactive
484,1381852260,1381852440,light_activity
485,1381851720,1381852260,inactive
486,1381822920,1381851720,sleep
487,1381822860,1381822920,light_activity
488,1381820280,1381822860,inactive
489,1381992960,1381993260,inactive
490,1381992840,1381992960,light_activity
491,1381992480,1381992840,inactive
492,1381992420,1381992480,light_activity
493,1381991820,1381992420,inactive
494,1381991760,1381991820,light_activity
495,1381991340,1381991760,inactive
496,1381991220,1381991340,light_activity
497,1381990380,1381991220,inactive
498,1381989780,1381990380,light_activity
499,1381988220,1381989780,inactive
500,1381986000,1381988220,light_activity
501,1381985700,1381986000,inactive
502,1381985460,1381985700,light_activity
503,1381985100,1381985460,inactive
504,1381985040,1381985100,light_activity
505,1381984260,1381985040,inactive
506,1381983720,1381984260,light_activity
507,1381983120,1381983720,moderate_activity
508,1381982340,1381983120,light_activity
509,1381982100,1381982340,inactive
510,1381982040,1381982100,light_activity
511,1381981860,1381982040,inactive
512,1381981800,1381981860,light_activity
513,1381981560,1381981800,inactive
514,1381981320,1381981560,light_activity
515,1381981140,1381981320,inactive
516,1381981080,1381981140,light_activity
517,1381980840,1381981080,inactive
518,1381980660,1381980840,light_activity
519,1381979640,1381980660,inactive
520,1381979580,1381979640,light_activity
521,1381979280,1381979580,inactive
522,1381979220,1381979280,light_activity
523,1381978440,1381979220,inactive
524,1381978380,1381978440,light_activity
525,1381978200,1381978380,inactive
526,1381974540,1381978200,light_activity
527,1381973040,1381974540,moderate_activity
528,1381972980,1381973040,light_activity
529,1381972440,1381972980,inactive
530,1381972200,1381972440,light_activity
531,1381971360,1381972200,inactive
532,1381971060,1381971360,light_activity
533,1381970580,1381971060,inactive
534,1381970520,1381970580,light_activity
535,1381968420,1381970520,inactive
536,1381968180,1381968420,light_activity
537,1381967940,1381968180,inactive
538,1381967820,1381967940,light_activity
539,1381966440,1381967820,inactive
540,1381966320,1381966440,light_activity
541,1381964820,1381966320,inactive
542,1381964760,1381964820,light_activity
543,1381962180,1381964760,inactive
544,1381962060,1381962180,light_activity
545,1381957320,1381962060,inactive
546,1381957260,1381957320,light_activity
547,1381956600,1381957260,inactive
548,1381955940,1381956600,light_activity
549,1381955760,1381955940,inactive
550,1381955700,1381955760,light_activity
551,1381954320,1381955700,inactive
552,1381953720,1381954320,moderate_activity
553,1381951740,1381953720,inactive
554,1381951620,1381951740,light_activity
555,1381951440,1381951620,inactive
556,1381951380,1381951440,light_activity
557,1381951200,1381951380,inactive
558,1381950840,1381951200,light_activity
559,1381950600,1381950840,inactive
560,1381950420,1381950600,light_activity
561,1381946400,1381950420,inactive
562,1381945200,1381946400,light_activity
563,1381942440,1381945200,inactive
564,1381942380,1381942440,light_activity
565,1381940940,1381942380,inactive
566,1381914900,1381940940,sleep
567,1381914840,1381914900,light_activity
568,1381912200,1381914840,inactive
569,1381912080,1381912200,off_wrist
570,1381909980,1381912080,inactive
571,1381909800,1381909980,light_activity
572,1381909440,1381909800,inactive
573,1381909380,1381909440,light_activity
574,1381908660,1381909380,inactive
575,1381908540,1381908660,light_activity
576,1381905420,1381908540,inactive
577,1382079180,1382080620,inactive
578,1382079120,1382079180,light_activity
579,1382078280,1382079120,inactive
580,1382078220,1382078280,light_activity
581,1382077140,1382078220,inactive
582,1382076840,1382077140,light_activity
583,1382076300,1382076840,inactive
584,1382075760,1382076300,light_activity
585,1382072340,1382075760,moderate_activity
586,1382071440,1382072340,inactive
587,1382071320,1382071440,light_activity
588,1382071140,1382071320,inactive
589,1382071080,1382071140,light_activity
590,1382070720,1382071080,inactive
591,1382070540,1382070720,light_activity
592,1382069580,1382070540,inactive
593,1382069400,1382069580,light_activity
594,1382068140,1382069400,moderate_activity
595,1382068020,1382068140,light_activity
596,1382067840,1382068020,inactive
597,1382067780,1382067840,light_activity
598,1382065560,1382067780,inactive
599,1382065200,1382065560,light_activity
600,1382063940,1382065200,inactive
601,1382063820,1382063940,light_activity
602,1382063040,1382063820,inactive
603,1382062980,1382063040,light_activity
604,1382062260,1382062980,inactive
605,1382062020,1382062260,light_activity
606,1382060280,1382062020,moderate_activity
607,1382060040,1382060280,light_activity
608,1382058420,1382060040,inactive
609,1382057820,1382058420,light_activity
610,1382056620,1382057820,inactive
611,1382056560,1382056620,light_activity
612,1382056200,1382056560,inactive
613,1382056140,1382056200,light_activity
614,1382055360,1382056140,inactive
615,1382053740,1382055360,light_activity
616,1382053440,1382053740,inactive
617,1382053020,1382053440,light_activity
618,1382052660,1382053020,off_wrist
619,1382052540,1382052660,light_activity
620,1382050800,1382052540,inactive
621,1382050680,1382050800,light_activity
622,1382048520,1382050680,moderate_activity
623,1382048340,1382048520,light_activity
624,1382048100,1382048340,inactive
625,1382046000,1382048100,moderate_activity
626,1382044260,1382046000,inactive
627,1382043660,1382044260,light_activity
628,1382042220,1382043660,inactive
629,1382042160,1382042220,light_activity
630,1382041380,1382042160,inactive
631,1382041320,1382041380,light_activity
632,1382039940,1382041320,inactive
633,1382039880,1382039940,light_activity
634,1382039100,1382039880,inactive
635,1382039040,1382039100,light_activity
636,1382038200,1382039040,inactive
637,1382037900,1382038200,light_activity
638,1382035560,1382037900,inactive
639,1382035260,1382035560,light_activity
640,1382034960,1382035260,inactive
641,1382034840,1382034960,light_activity
642,1382034600,1382034840,inactive
643,1382034480,1382034600,light_activity
644,1382033940,1382034480,inactive
645,1382033880,1382033940,light_activity
646,1382033400,1382033880,inactive
647,1382027280,1382033400,moderate_activity
648,1382027220,1382027280,light_activity
649,1382027040,1382027220,inactive
650,1382026800,1382027040,light_activity
651,1382026440,1382026800,inactive
652,1382026260,1382026440,light_activity
653,1382026020,1382026260,inactive
654,1382025900,1382026020,light_activity
655,1382025660,1382025900,inactive
656,1382025300,1382025660,light_activity
657,1382025000,1382025300,inactive
658,1382024880,1382025000,light_activity
659,1382024400,1382024880,inactive
660,1382023980,1382024400,light_activity
661,1382022900,1382023980,moderate_activity
662,1382022600,1382022900,light_activity
663,1382022420,1382022600,inactive
664,1382021880,1382022420,light_activity
665,1382021100,1382021880,inactive
666,1382021040,1382021100,light_activity
667,1382020200,1382021040,inactive
668,1381994760,1382020200,sleep
669,1381994220,1381994760,inactive
670,1381993920,1381994220,light_activity
671,1381993320,1381993920,inactive
672,1381993260,1381993320,light_activity
673,1381992960,1381993260,inactive
674,1382165280,1382167320,light_activity
675,1382165040,1382165280,inactive
676,1382164980,1382165040,light_activity
677,1382164560,1382164980,inactive
678,1382164320,1382164560,light_activity
679,1382163540,1382164320,inactive
680,1382163480,1382163540,light_activity
681,1382163000,1382163480,inactive
682,1382162940,1382163000,light_activity
683,1382162640,1382162940,inactive
684,1382162460,1382162640,light_activity
685,1382162160,1382162460,inactive
686,1382162040,1382162160,light_activity
687,1382161140,1382162040,inactive
688,1382159460,1382161140,light_activity
689,1382159040,1382159460,inactive
690,1382158380,1382159040,light_activity
691,1382158020,1382158380,inactive
692,1382157840,1382158020,light_activity
693,1382157660,1382157840,inactive
694,1382156700,1382157660,light_activity
695,1382156100,1382156700,inactive
696,1382156040,1382156100,light_activity
697,1382155800,1382156040,inactive
698,1382155740,1382155800,light_activity
699,1382155500,1382155740,inactive
700,1382155260,1382155500,light_activity
701,1382155080,1382155260,inactive
702,1382154960,1382155080,light_activity
703,1382154420,1382154960,inactive
704,1382154240,1382154420,light_activity
705,1382154060,1382154240,inactive
706,1382154000,1382154060,light_activity
707,1382153820,1382154000,inactive
708,1382153700,1382153820,light_activity
709,1382153520,1382153700,inactive
710,1382153460,1382153520,light_activity
711,1382153280,1382153460,inactive
712,1382149620,1382153280,light_activity
713,1382149380,1382149620,inactive
714,1382149200,1382149380,light_activity
715,1382148960,1382149200,inactive
716,1382148900,1382148960,light_activity
717,1382148540,1382148900,inactive
718,1382148180,1382148540,light_activity
719,1382147520,1382148180,inactive
720,1382147460,1382147520,light_activity
721,1382146560,1382147460,off_wrist
722,1382146020,1382146560,inactive
723,1382145120,1382146020,light_activity
724,1382144700,1382145120,inactive
725,1382144520,1382144700,light_activity
726,1382141820,1382144520,inactive
727,1382138520,1382141820,light_activity
728,1382137800,1382138520,inactive
729,1382137260,1382137800,light_activity
730,1382136540,1382137260,inactive
731,1382136480,1382136540,light_activity
732,1382136000,1382136480,inactive
733,1382135640,1382136000,light_activity
734,1382133360,1382135640,inactive
735,1382133240,1382133360,light_activity
736,1382133000,1382133240,inactive
737,1382132640,1382133000,light_activity
738,1382128320,1382132640,inactive
739,1382127600,1382128320,light_activity
740,1382126280,1382127600,inactive
741,1382126220,1382126280,light_activity
742,1382124180,1382126220,inactive
743,1382124060,1382124180,light_activity
744,1382123640,1382124060,inactive
745,1382123160,1382123640,light_activity
746,1382122500,1382123160,inactive
747,1382122020,1382122500,light_activity
748,1382121720,1382122020,inactive
749,1382121240,1382121720,light_activity
750,1382119560,1382121240,inactive
751,1382119080,1382119560,light_activity
752,1382118900,1382119080,inactive
753,1382118780,1382118900,light_activity
754,1382118300,1382118780,inactive
755,1382118120,1382118300,light_activity
756,1382113620,1382118120,sleep
757,1382110620,1382113620,inactive
758,1382110380,1382110620,off_wrist
759,1382110140,1382110380,light_activity
760,1382080680,1382110140,sleep
761,1382080620,1382080680,light_activity
762,1382079180,1382080620,inactive
763,1382249760,1382253420,inactive
764,1382249700,1382249760,light_activity
765,1382249340,1382249700,inactive
766,1382249040,1382249340,light_activity
767,1382248860,1382249040,inactive
768,1382248020,1382248860,moderate_activity
769,1382247660,1382248020,light_activity
770,1382247180,1382247660,inactive
771,1382247120,1382247180,light_activity
772,1382246100,1382247120,inactive
773,1382246040,1382246100,light_activity
774,1382245800,1382246040,inactive
775,1382244840,1382245800,light_activity
776,1382244420,1382244840,inactive
777,1382244300,1382244420,light_activity
778,1382243940,1382244300,inactive
779,1382243700,1382243940,light_activity
780,1382242920,1382243700,inactive
781,1382242860,1382242920,light_activity
782,1382242680,1382242860,inactive
783,1382242440,1382242680,light_activity
784,1382242140,1382242440,inactive
785,1382241960,1382242140,light_activity
786,1382241780,1382241960,inactive
787,1382241720,1382241780,light_activity
788,1382241000,1382241720,inactive
789,1382240460,1382241000,light_activity
790,1382239500,1382240460,inactive
791,1382239440,1382239500,light_activity
792,1382238660,1382239440,inactive
793,1382238540,1382238660,light_activity
794,1382238360,1382238540,inactive
795,1382238000,1382238360,light_activity
796,1382237820,1382238000,inactive
797,1382237100,1382237820,light_activity
798,1382236740,1382237100,inactive
799,1382236680,1382236740,light_activity
800,1382236440,1382236680,inactive
801,1382236380,1382236440,light_activity
802,1382236140,1382236380,inactive
803,1382236080,1382236140,light_activity
804,1382235840,1382236080,inactive
805,1382235060,1382235840,light_activity
806,1382234820,1382235060,inactive
807,1382234580,1382234820,light_activity
808,1382233920,1382234580,inactive
809,1382233800,1382233920,light_activity
810,1382233560,1382233800,inactive
811,1382233500,1382233560,light_activity
812,1382233260,1382233500,inactive
813,1382232540,1382233260,light_activity
814,1382232360,1382232540,inactive
815,1382232120,1382232360,light_activity
816,1382231760,1382232120,inactive
817,1382231220,1382231760,light_activity
818,1382230980,1382231220,inactive
819,1382230260,1382230980,light_activity
820,1382229660,1382230260,moderate_activity
821,1382228940,1382229660,light_activity
822,1382228520,1382228940,off_wrist
823,1382228460,1382228520,light_activity
824,1382227860,1382228460,inactive
825,1382226240,1382227860,light_activity
826,1382226000,1382226240,inactive
827,1382225820,1382226000,light_activity
828,1382225580,1382225820,inactive
829,1382225460,1382225580,light_activity
830,1382221680,1382225460,inactive
831,1382221620,1382221680,light_activity
832,1382220840,1382221620,inactive
833,1382220780,1382220840,light_activity
834,1382220540,1382220780,inactive
835,1382220360,1382220540,light_activity
836,1382219520,1382220360,inactive
837,1382219400,1382219520,light_activity
838,1382218380,1382219400,inactive
839,1382212740,1382218380,sleep
840,1382212320,1382212740,inactive
841,1382212140,1382212320,light_activity
